datetime,open,high,low,close,tick_volume,spread,real_volume
2026-03-05 17:14:00,25131.53,25146.03,25129.43,25141.73,528,145,0
2026-03-05 17:15:00,25141.43,25145.23,25125.63,25135.03,531,145,0
2026-03-05 17:16:00,25134.03,25139.63,25096.73,25102.23,530,145,0
2026-03-05 17:17:00,25102.43,25106.53,25082.73,25093.73,537,145,0
2026-03-05 17:18:00,25094.13,25096.23,25073.23,25092.43,536,145,0
2026-03-05 17:19:00,25091.13,25091.73,25068.53,25072.73,538,145,0
2026-03-05 17:20:00,25072.63,25073.23,25051.73,25063.13,522,145,0
2026-03-05 17:21:00,25063.73,25070.53,25047.23,25050.23,531,145,0
2026-03-05 17:22:00,25049.13,25052.23,25014.23,25030.73,533,145,0
2026-03-05 17:23:00,25031.23,25036.73,25017.53,25022.03,526,145,0
2026-03-05 17:24:00,25021.03,25021.93,24988.63,24989.13,522,145,0
2026-03-05 17:25:00,24988.73,24997.03,24978.73,24984.53,525,145,0
2026-03-05 17:26:00,24984.73,24996.23,24976.53,24976.53,531,145,0
2026-03-05 17:27:00,24976.63,24993.63,24965.43,24972.43,530,145,0
2026-03-05 17:28:00,24972.53,24980.13,24957.93,24957.93,510,145,0
2026-03-05 17:29:00,24957.73,24976.53,24957.03,24976.53,513,145,0
2026-03-06 14:10:00,24823.65,24826.85,24812.85,24818.95,343,190,0
2026-03-06 14:11:00,24819.15,24828.95,24814.35,24825.45,354,190,0
2026-03-06 14:12:00,24825.05,24828.35,24821.15,24825.95,329,190,0
2026-03-06 14:13:00,24827.35,24836.05,24826.55,24830.55,341,190,0
2026-03-06 14:14:00,24829.95,24844.95,24827.05,24840.85,369,190,0
2026-03-06 14:15:00,24840.35,24852.65,24838.65,24839.35,374,190,0
2026-03-06 14:16:00,24838.95,24843.35,24820.65,24825.05,395,190,0
2026-03-06 14:17:00,24824.95,24836.95,24823.55,24835.35,364,190,0
2026-03-06 14:18:00,24835.65,24842.85,24830.15,24841.55,372,190,0
2026-03-06 14:19:00,24842.65,24845.15,24835.35,24839.55,295,190,0
2026-03-06 14:20:00,24839.35,24848.65,24834.45,24846.45,317,190,0
2026-03-06 14:21:00,24846.65,24846.85,24834.35,24836.45,299,190,0
2026-03-06 14:22:00,24836.05,24837.85,24822.85,24828.15,340,190,0
2026-03-06 14:23:00,24826.95,24837.35,24824.65,24828.65,348,190,0
2026-03-06 14:24:00,24827.95,24832.55,24823.05,24829.65,370,190,0
2026-03-06 14:25:00,24830.55,24836.45,24825.85,24826.85,316,190,0
2026-03-06 14:26:00,24826.65,24834.35,24822.05,24830.15,291,190,0
2026-03-06 14:27:00,24829.45,24836.45,24826.85,24835.95,264,190,0
2026-03-06 14:28:00,24836.05,24837.65,24825.45,24828.55,300,190,0
2026-03-06 14:29:00,24828.65,24830.55,24824.45,24827.45,303,190,0
2026-03-06 14:30:00,24827.55,24827.65,24815.15,24816.65,332,190,0
2026-03-06 14:31:00,24816.45,24817.15,24791.95,24795.95,395,190,0
2026-03-06 14:32:00,24796.05,24814.65,24792.55,24813.65,362,190,0
2026-03-06 14:33:00,24814.15,24814.35,24795.05,24797.85,331,190,0
2026-03-06 14:34:00,24797.35,24827.95,24795.45,24814.15,376,190,0
2026-03-06 14:35:00,24813.95,24815.35,24795.45,24800.95,364,190,0
2026-03-06 14:36:00,24801.45,24801.45,24787.65,24796.65,343,190,0
2026-03-06 14:37:00,24796.55,24798.65,24792.15,24797.55,266,190,0
2026-03-06 14:38:00,24797.85,24805.65,24793.95,24803.15,296,190,0
2026-03-06 14:39:00,24803.45,24805.45,24797.15,24804.85,286,190,0
2026-03-06 14:40:00,24805.35,24807.45,24796.55,24801.35,306,190,0
2026-03-06 14:41:00,24801.45,24821.05,24800.85,24818.35,291,190,0
2026-03-06 14:42:00,24818.05,24828.35,24810.35,24812.45,329,190,0
2026-03-06 14:43:00,24813.15,24819.65,24812.55,24815.45,300,190,0
2026-03-06 14:44:00,24815.55,24817.05,24804.85,24813.05,273,190,0
2026-03-06 14:45:00,24812.55,24820.05,24807.85,24808.05,283,190,0
2026-03-06 14:46:00,24807.85,24811.95,24794.95,24800.95,330,190,0
2026-03-06 14:47:00,24800.55,24801.85,24779.15,24780.45,377,190,0
2026-03-06 14:48:00,24781.85,24783.65,24774.15,24780.95,362,190,0
2026-03-06 14:49:00,24780.85,24785.05,24778.05,24782.95,354,190,0
2026-03-06 14:50:00,24782.55,24795.35,24781.55,24793.15,351,190,0
2026-03-06 14:51:00,24793.55,24799.65,24790.35,24793.95,321,190,0
2026-03-06 14:52:00,24793.85,24808.55,24793.85,24803.95,349,190,0
2026-03-06 14:53:00,24804.15,24807.65,24793.85,24795.65,351,190,0
2026-03-06 14:54:00,24795.35,24797.65,24780.55,24780.95,333,190,0
2026-03-06 14:55:00,24781.05,24793.95,24778.85,24791.45,346,190,0
2026-03-06 14:56:00,24791.15,24803.45,24791.15,24795.45,288,190,0
